date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-07-17,15.0,-0.009710000000000007,10,2,5,0,3,20.0,50.0,0.0,30.0,70.0,30.0
2023-07-18,45.0,0.07837,10,2,7,0,1,20.0,70.0,0.0,10.0,90.0,10.0
2023-07-19,27.77777777777778,-0.004822222222222216,9,1,6,1,1,11.11111111111111,66.66666666666666,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-07-20,38.88888888888889,0.10196666666666669,9,3,4,1,1,33.33333333333333,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-07-21,55.55555555555556,0.19524444444444444,9,4,4,0,1,44.44444444444444,44.44444444444444,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-07-22,55.55555555555556,0.2065,9,4,4,0,1,44.44444444444444,44.44444444444444,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-07-23,40.0,0.05323000000000001,10,1,8,0,1,10.0,80.0,0.0,10.0,90.0,10.0
2023-07-24,38.88888888888889,0.04167777777777778,9,0,8,1,0,0.0,88.88888888888889,11.11111111111111,0.0,88.88888888888889,11.11111111111111
2023-07-25,20.0,-0.012060000000000003,10,1,6,2,1,10.0,60.0,20.0,10.0,70.0,30.0
2023-07-26,15.0,0.0046999999999999984,10,0,7,2,1,0.0,70.0,20.0,10.0,70.0,30.0
2023-07-27,27.77777777777778,0.08672222222222223,9,2,4,3,0,22.22222222222222,44.44444444444444,33.33333333333333,0.0,66.66666666666666,33.33333333333333
2023-07-28,45.0,0.08269000000000001,10,4,4,1,1,40.0,40.0,10.0,10.0,80.0,20.0
2023-07-29,8.333333333333332,-0.05103333333333334,6,1,3,0,2,16.666666666666664,50.0,0.0,33.33333333333333,66.66666666666666,33.33333333333333
2023-07-30,-7.142857142857142,-0.0914857142857143,7,1,3,0,3,14.285714285714285,42.857142857142854,0.0,42.857142857142854,57.14285714285714,42.857142857142854
2023-07-31,40.0,0.2036,10,4,4,0,2,40.0,40.0,0.0,20.0,80.0,20.0
2023-08-01,18.75,-0.062725,8,1,5,0,2,12.5,62.5,0.0,25.0,75.0,25.0
2023-08-02,33.33333333333333,0.0521,9,3,4,0,2,33.33333333333333,44.44444444444444,0.0,22.22222222222222,77.77777777777779,22.22222222222222
2023-08-03,17.857142857142858,0.06546428571428571,14,5,4,1,4,35.714285714285715,28.57142857142857,7.142857142857142,28.57142857142857,64.28571428571429,35.714285714285715
2023-08-04,10.0,0.07909999999999999,10,3,3,1,3,30.0,30.0,10.0,30.0,60.0,40.0
2023-08-05,0.0,-0.11615555555555557,9,0,6,0,3,0.0,66.66666666666666,0.0,33.33333333333333,66.66666666666666,33.33333333333333
2023-08-06,43.75,0.1535875,8,5,1,0,2,62.5,12.5,0.0,25.0,75.0,25.0
